pregunta,emocion,intencion,nivel_emocional,recomendacion
cuando estoy en clases tengo demasiados trabajos acumulados me gustaria hablar con alguien,ESTRES,sobrecarga_academica,MODERADO,"Recomendar organizar actividades, priorizar tareas y tomar pausas breves."
a veces tengo rabia por lo que paso en clase cuando tengo que exponer,ENOJO,frustracion,MODERADO,Sugerir identificar el motivo del conflicto y pedir mediación si es necesario.
esta semana no aguanto mas esta situacion,RIESGO_EMOCIONAL,riesgo_autolesion,ALTO,Priorizar seguridad del estudiante y derivar de forma urgente al área de psicología.
hoy me siento apagado desde hace dias por eso busco ayuda,TRISTEZA,problema_personal,MODERADO,Brindar contención emocional y recomendar apoyo de un adulto de confianza.
en las mañanas cada vez me cuesta mas levantarme para ir al colegio sin decirle a nadie,DESMOTIVACION,bajo_rendimiento,ALTO,Recomendar establecer una rutina breve de estudio y conversar con un tutor.
en la tarde ya no puedo concentrarme por el estres con mis compañeros y quiero mejorar,ESTRES,sobrecarga_academica,MODERADO,"Recomendar organizar actividades, priorizar tareas y tomar pausas breves."
en el colegio me preocupa que mis compañeros se rian,MIEDO,buscar_seguridad,MODERADO,Sugerir comunicar la situación al área correspondiente si hay amenaza o intimidación.
desde ayer buenas tardes con mis compañeros,NEUTRAL,consulta_general,ESTABLE,Responder con orientación general y continuar la conversación.
necesito decir que estoy contento porque mejore mis notas y quiero estar mejor,FELICIDAD,motivacion_positiva,ESTABLE,Reforzar positivamente el logro y motivar a mantener hábitos saludables.
desde hace dias me siento ansioso cuando tengo tareas puedes ayudarme,ANSIEDAD,preocupacion_academica,MODERADO,Registrar alerta si la ansiedad es frecuente o interfiere con el rendimiento escolar.
ultimamente me preocupa no entregar todo,ESTRES,sobrecarga_academica,MODERADO,"Registrar seguimiento si el estrés se mantiene o afecta sueño, ánimo o concentración."
hoy ya no puedo concentrarme por el estres,ESTRES,sobrecarga_academica,ALTO,"Recomendar organizar actividades, priorizar tareas y tomar pausas breves."
la verdad no encuentro sentido a estudiar necesito orientacion,DESMOTIVACION,buscar_motivacion,LEVE,Registrar seguimiento si la desmotivación persiste y afecta asistencia o rendimiento.
por favor estoy contento porque mejore mis notas,FELICIDAD,expresar_bienestar,ESTABLE,Responder con reconocimiento emocional y continuar acompañando.
no se como organizar mis tareas,ESTRES,cansancio_escolar,LEVE,"Recomendar organizar actividades, priorizar tareas y tomar pausas breves."
cuando estoy en clases perdi las ganas de esforzarme sin decirle a nadie,DESMOTIVACION,bajo_rendimiento,LEVE,Registrar seguimiento si la desmotivación persiste y afecta asistencia o rendimiento.
la verdad me siento en peligro conmigo mismo sin decirle a nadie y quiero mejorar,RIESGO_EMOCIONAL,crisis_emocional,ALTO,Registrar seguimiento inmediato y no dejar al estudiante sin acompañamiento.
hoy siento inseguridad en el curso que puedo hacer,MIEDO,expresar_miedo,MODERADO,"Registrar alerta si el miedo se relaciona con acoso, violencia o riesgo de seguridad."
en la tarde siento que no puedo controlar mi preocupacion un poco,ANSIEDAD,miedo_examen,LEVE,Validar la preocupación y recomendar dividir tareas en pasos pequeños.
cuando llego a casa me siento desanimado con mis clases un poco puedes ayudarme,DESMOTIVACION,expresar_desmotivacion,MODERADO,"Motivar con metas pequeñas, reconocer avances y sugerir apoyo académico."
en la tarde siento que no vale la pena vivir puedes ayudarme,RIESGO_EMOCIONAL,riesgo_autolesion,CRITICO,Priorizar seguridad del estudiante y derivar de forma urgente al área de psicología.
hoy ya no quiero seguir viviendo en serio necesito apoyo,RIESGO_EMOCIONAL,riesgo_autolesion,CRITICO,"Activar alerta crítica, recomendar contacto inmediato con psicología y un adulto responsable."
a veces me siento agotado por las clases cuando tengo que exponer,ESTRES,expresar_estres,LEVE,Sugerir una planificación diaria y comunicar la sobrecarga a un docente o tutor.
a veces me siento amenazado por un compañero cuando tengo que exponer pero no se como explicarlo,MIEDO,temor_familiar,LEVE,Sugerir comunicar la situación al área correspondiente si hay amenaza o intimidación.
cuando estoy en clases siento mucha frustracion que puedo hacer,ENOJO,conflicto_companeros,MODERADO,"Registrar seguimiento si el enojo genera peleas, amenazas o pérdida de control."
buenos dias cada dia mas,NEUTRAL,saludo,ESTABLE,Responder con orientación general y continuar la conversación.
cuando llego a casa me enoje con un profesor y no quiero sentirme asi,ENOJO,expresar_enojo,ALTO,"Registrar seguimiento si el enojo genera peleas, amenazas o pérdida de control."
por favor siento nervios cada vez que entro a clases cuando tengo que exponer,ANSIEDAD,buscar_calma,MODERADO,"Sugerir respiración lenta, ordenar prioridades y solicitar apoyo si la ansiedad aumenta."
desde ayer me siento amenazado por un compañero y me cuesta concentrarme,MIEDO,temor_bullying,MODERADO,Sugerir comunicar la situación al área correspondiente si hay amenaza o intimidación.
a veces tengo una pregunta sobre el colegio,NEUTRAL,saludo,ESTABLE,Responder con orientación general y continuar la conversación.
en la tarde me fue bien en el examen pero no se como explicarlo,FELICIDAD,motivacion_positiva,ESTABLE,Reforzar positivamente el logro y motivar a mantener hábitos saludables.
en las mañanas tengo pensamientos muy oscuros con mis compañeros,RIESGO_EMOCIONAL,crisis_emocional,CRITICO,Registrar seguimiento inmediato y no dejar al estudiante sin acompañamiento.
desde hace dias estoy muy preocupado por mis notas cuando tengo que exponer,ANSIEDAD,buscar_calma,MODERADO,Registrar alerta si la ansiedad es frecuente o interfiere con el rendimiento escolar.
cuando llego a casa buenas tardes demasiado pero no se como explicarlo,NEUTRAL,agradecimiento,ESTABLE,"Mantener una respuesta clara, amable y de acompañamiento."
desde ayer me siento amenazado por un compañero mucho y me cuesta concentrarme,MIEDO,buscar_seguridad,LEVE,"Registrar alerta si el miedo se relaciona con acoso, violencia o riesgo de seguridad."
en el colegio me duele sentirme asi pero no se como explicarlo,TRISTEZA,expresar_tristeza,MODERADO,Brindar contención emocional y recomendar apoyo de un adulto de confianza.
esta semana puedes ayudarme con una duda y me cuesta concentrarme,NEUTRAL,duda_academica,ESTABLE,"Mantener una respuesta clara, amable y de acompañamiento."
la verdad hola pero no se como explicarlo,NEUTRAL,duda_academica,ESTABLE,"Mantener una respuesta clara, amable y de acompañamiento."
cuando llego a casa estoy orgulloso de mi avance en silencio pero no se como explicarlo,FELICIDAD,motivacion_positiva,ESTABLE,Felicitar al estudiante y sugerir que conserve esa actitud positiva.
a veces siento que todo seria mejor si no estuviera y quiero estar mejor,RIESGO_EMOCIONAL,desesperanza_grave,CRITICO,"Activar alerta crítica, recomendar contacto inmediato con psicología y un adulto responsable."
en la tarde me siento agotado por las clases en silencio,ESTRES,cansancio_escolar,LEVE,Sugerir una planificación diaria y comunicar la sobrecarga a un docente o tutor.
ultimamente tengo miedo de reprobar mucho,ANSIEDAD,miedo_examen,LEVE,Registrar alerta si la ansiedad es frecuente o interfiere con el rendimiento escolar.
cuando llego a casa me da miedo equivocarme al exponer pero no se como explicarlo,MIEDO,temor_familiar,LEVE,"Brindar contención, recomendar acudir a un adulto de confianza y priorizar seguridad."
esta semana puedes ayudarme con una duda,NEUTRAL,duda_academica,ESTABLE,Brindar información breve y preguntar si necesita algo más.
cuando estoy en clases siento mucha presion academica y me cuesta concentrarme,ESTRES,cansancio_escolar,MODERADO,Sugerir una planificación diaria y comunicar la sobrecarga a un docente o tutor.
desde ayer cada vez me cuesta mas levantarme para ir al colegio en serio necesito apoyo,DESMOTIVACION,bajo_rendimiento,MODERADO,Recomendar establecer una rutina breve de estudio y conversar con un tutor.
quiero mejorar pero no tengo fuerzas mucho por eso busco ayuda,DESMOTIVACION,bajo_rendimiento,MODERADO,"Motivar con metas pequeñas, reconocer avances y sugerir apoyo académico."
en el colegio ultimamente no tengo ganas de nada,TRISTEZA,buscar_apoyo,LEVE,"Responder con empatía, validar la emoción y sugerir hablar con el área de psicología si continúa."
la verdad me pongo nervioso antes de los examenes,ANSIEDAD,miedo_examen,LEVE,"Sugerir respiración lenta, ordenar prioridades y solicitar apoyo si la ansiedad aumenta."
en las mañanas no puedo dormir por pensar en el examen,ANSIEDAD,buscar_calma,MODERADO,"Sugerir respiración lenta, ordenar prioridades y solicitar apoyo si la ansiedad aumenta."
en la tarde me siento saturado con el colegio y me cuesta concentrarme,ESTRES,cansancio_escolar,LEVE,Sugerir una planificación diaria y comunicar la sobrecarga a un docente o tutor.
desde hace dias siento que no puedo controlar mi preocupacion bastante y quiero estar mejor,ANSIEDAD,miedo_examen,MODERADO,"Sugerir respiración lenta, ordenar prioridades y solicitar apoyo si la ansiedad aumenta."
desde ayer tengo miedo de contar lo que pasa que puedo hacer,MIEDO,expresar_miedo,LEVE,Sugerir comunicar la situación al área correspondiente si hay amenaza o intimidación.
cuando estoy en clases hasta luego sin decirle a nadie porque me afecta bastante,NEUTRAL,agradecimiento,ESTABLE,"Mantener una respuesta clara, amable y de acompañamiento."
esta semana no me alcanza el tiempo para estudiar sin decirle a nadie en serio necesito apoyo,ESTRES,sobrecarga_academica,MODERADO,"Recomendar organizar actividades, priorizar tareas y tomar pausas breves."
esta semana me siento tranquilo y animado porque me afecta bastante,FELICIDAD,expresar_bienestar,LEVE,Responder con reconocimiento emocional y continuar acompañando.
no aguanto mas esta situacion durante clases y quiero estar mejor,RIESGO_EMOCIONAL,pedido_ayuda_urgente,CRITICO,"Activar alerta crítica, recomendar contacto inmediato con psicología y un adulto responsable."
cuando estoy en clases he pensado en hacerme daño me preocupa mucho,RIESGO_EMOCIONAL,pedido_ayuda_urgente,CRITICO,Priorizar seguridad del estudiante y derivar de forma urgente al área de psicología.
me molesta que me culpen de todo,ENOJO,conflicto_companeros,LEVE,"Validar el enojo, recomendar calmarse antes de responder y buscar diálogo respetuoso."
necesito decir que siento nervios cada vez que entro a clases,ANSIEDAD,preocupacion_academica,ALTO,Validar la preocupación y recomendar dividir tareas en pasos pequeños.
cuando estoy en clases necesito ayuda urgente,RIESGO_EMOCIONAL,desesperanza_grave,CRITICO,Priorizar seguridad del estudiante y derivar de forma urgente al área de psicología.
en la tarde hoy no quiero hablar con nadie por eso busco ayuda,TRISTEZA,desahogo_emocional,ALTO,Brindar contención emocional y recomendar apoyo de un adulto de confianza.
ultimamente no me alcanza el tiempo para estudiar cada dia mas,ESTRES,expresar_estres,LEVE,Sugerir una planificación diaria y comunicar la sobrecarga a un docente o tutor.
en el colegio ya no disfruto venir a clases cada dia mas,TRISTEZA,desahogo_emocional,MODERADO,Brindar contención emocional y recomendar apoyo de un adulto de confianza.
cuando llego a casa ya no puedo concentrarme por el estres demasiado y no se que hacer,ESTRES,expresar_estres,LEVE,Sugerir una planificación diaria y comunicar la sobrecarga a un docente o tutor.
la verdad siento miedo cuando camino solo,MIEDO,temor_familiar,LEVE,"Brindar contención, recomendar acudir a un adulto de confianza y priorizar seguridad."
a veces siento mucha frustracion,ENOJO,expresar_enojo,MODERADO,Sugerir identificar el motivo del conflicto y pedir mediación si es necesario.
desde ayer siento que nadie me entiende,TRISTEZA,buscar_apoyo,MODERADO,Registrar seguimiento y sugerir orientación psicológica si la tristeza afecta sus actividades.
por favor me siento apagado desde hace dias demasiado y me cuesta concentrarme,TRISTEZA,buscar_apoyo,LEVE,Brindar contención emocional y recomendar apoyo de un adulto de confianza.
en las mañanas no quiero salir al recreo porque tengo miedo y me cuesta concentrarme,MIEDO,temor_bullying,ALTO,"Brindar contención, recomendar acudir a un adulto de confianza y priorizar seguridad."
en el colegio me siento solo en el colegio sin decirle a nadie,TRISTEZA,buscar_apoyo,MODERADO,"Responder con empatía, validar la emoción y sugerir hablar con el área de psicología si continúa."
ultimamente no se como organizar mis tareas durante clases me gustaria hablar con alguien,ESTRES,cansancio_escolar,LEVE,Sugerir una planificación diaria y comunicar la sobrecarga a un docente o tutor.
a veces me siento motivado para estudiar que puedo hacer,FELICIDAD,agradecimiento,ESTABLE,Felicitar al estudiante y sugerir que conserve esa actitud positiva.
en la tarde hoy me siento muy feliz y no quiero sentirme asi,FELICIDAD,expresar_bienestar,ESTABLE,Responder con reconocimiento emocional y continuar acompañando.
esta semana buenos dias me gustaria hablar con alguien,NEUTRAL,consulta_general,ESTABLE,Responder con orientación general y continuar la conversación.
desde hace dias perdi las ganas de esforzarme,DESMOTIVACION,falta_interes,ALTO,"Motivar con metas pequeñas, reconocer avances y sugerir apoyo académico."
a veces me molesta que se burlen de mi puedes ayudarme,ENOJO,conflicto_companeros,MODERADO,"Registrar seguimiento si el enojo genera peleas, amenazas o pérdida de control."
por favor me siento motivado para estudiar bastante que puedo hacer,FELICIDAD,expresar_bienestar,ESTABLE,Reforzar positivamente el logro y motivar a mantener hábitos saludables.
cuando llego a casa hasta luego y no quiero sentirme asi,NEUTRAL,duda_academica,ESTABLE,Brindar información breve y preguntar si necesita algo más.
